,Act_Adven_West,Mus_Bio_His_War_Doc,Sh_Ani_Fam,Fant_SF,Mys_Cri_Hor_Thr,Romance,Drama,Comedy
117481,1,0,0,0,1,0,1,0
98093,0,0,0,0,1,1,0,0
76104,0,1,0,0,0,0,0,0
87043,0,0,0,1,0,0,1,0
82782,0,0,0,0,1,0,0,0
76574,0,0,0,0,0,0,1,0
42313,1,0,0,0,0,0,1,0
1861375,1,0,1,0,0,0,0,0
431438,1,0,1,0,0,0,0,1
800241,0,0,0,0,1,0,1,0
307105,0,0,0,0,1,0,0,0
55850,1,1,0,0,0,0,1,0
901493,0,1,0,0,0,0,0,0
1814671,1,1,0,0,0,0,1,1
89618,0,0,0,1,1,0,1,0
120835,0,0,0,0,0,0,1,0
63622,0,1,0,0,0,0,0,1
289424,0,0,0,0,1,0,0,0
32672,0,0,0,0,0,0,1,1
73915,0,0,0,0,0,0,0,1
1826750,0,0,0,0,0,0,1,1
61955,0,0,0,0,1,1,1,0
918557,0,0,1,0,0,0,1,0
108607,1,0,0,1,0,0,0,0
111049,0,0,0,1,0,0,0,1
49516,1,0,0,1,1,0,0,0
305396,1,0,1,0,0,0,0,1
3930,0,0,0,0,1,0,1,0
477823,0,0,0,0,0,0,1,0
1397500,0,0,0,0,0,0,0,1
95629,0,0,0,0,1,0,0,0
144039,1,0,0,0,1,0,1,0
1857877,0,0,0,0,0,0,0,0
368855,1,1,0,1,1,0,0,0
845474,0,0,0,1,1,0,1,0
38990,0,0,0,0,1,1,1,0
84131,0,0,0,0,0,0,0,1
806165,0,0,0,0,0,1,1,1
461209,0,0,0,0,1,0,0,1
927615,0,0,0,0,1,0,0,0
80314,1,0,0,0,1,0,1,0
43292,0,0,0,0,1,0,1,0
1754946,0,0,0,0,0,0,0,1
210075,0,0,0,0,0,0,1,0
58754,0,0,0,0,1,0,1,0
460342,0,0,0,0,1,1,1,1
119581,0,0,0,0,1,0,1,0
35879,0,0,0,0,1,0,1,0
129558,0,0,0,0,0,0,0,1
97179,1,0,0,1,1,0,0,0
184164,0,0,0,0,0,1,1,0
1414581,0,0,0,0,1,0,0,0
46366,0,0,0,0,0,1,1,0
1251368,1,0,0,0,1,0,0,0
43927,0,0,0,0,1,0,0,1
1823103,1,0,0,0,0,0,0,0
116441,0,1,0,0,1,0,1,0
117826,0,0,0,1,1,0,0,1
77319,0,0,0,0,0,0,0,1
95467,0,0,0,0,0,1,1,0
85121,0,0,0,0,1,0,1,0
1490726,1,1,0,0,1,1,1,0
1415214,0,1,0,0,0,0,0,0
387671,0,1,0,0,0,0,0,0
35835,0,0,0,0,0,0,0,1
439219,0,1,0,0,0,0,0,0
117664,0,1,0,0,0,1,1,1
819382,1,1,0,0,0,0,1,1
1198196,0,0,0,0,0,0,0,1
78833,0,0,0,0,0,0,0,1
66240,1,0,0,0,0,0,0,0
1213576,0,0,0,1,0,0,0,0
1545979,0,0,0,0,0,0,1,0
57101,0,0,0,0,0,0,1,1
102526,1,0,0,0,1,0,1,0
1208723,0,0,0,0,0,1,1,0
34398,0,0,0,0,1,0,1,0
116296,0,0,0,0,0,0,1,1
1266109,0,0,0,0,0,0,1,0
27693,0,0,1,0,0,0,0,1
56904,1,0,1,1,0,0,0,0
23412,0,0,0,0,0,0,1,1
81655,0,1,0,0,0,0,0,1
84651,0,0,0,0,1,0,0,0
207104,0,0,1,1,0,0,0,1
1087472,1,0,0,0,1,1,1,0
22080,0,0,0,0,0,1,1,0
1278480,0,1,0,0,1,0,0,0
467004,0,0,0,0,0,0,1,0
399059,0,0,0,0,1,0,0,0
23956,1,1,0,0,0,1,1,1
417871,0,1,0,0,0,1,1,0
32007,1,0,1,0,0,1,0,0
468869,0,0,0,0,0,0,1,0
350862,0,0,0,0,0,1,1,0
1350502,0,0,0,0,0,1,1,0
1646926,1,0,1,0,0,0,0,1
1266073,0,0,0,0,1,0,1,0
119164,0,0,0,0,0,0,1,1
455960,1,0,0,0,1,0,0,0
971170,0,0,0,0,0,0,1,0
969754,0,0,1,0,0,0,0,0
454224,0,0,0,0,1,0,0,0
65670,1,0,0,0,0,0,0,1
935030,0,0,0,0,0,0,1,0
1515783,0,0,0,0,0,0,0,1
948532,0,0,0,0,0,0,0,1
1609492,0,0,0,0,0,0,0,1
20103,0,0,0,0,1,0,1,0
35360,1,0,0,0,0,1,1,0
1140973,0,1,0,0,0,0,0,0
52969,0,0,0,1,1,0,0,0
402387,0,0,0,0,1,0,0,0
354623,0,0,0,0,1,0,0,0
81286,0,0,0,0,1,0,0,0
39668,0,0,0,0,0,0,1,0
12543,1,0,1,0,0,0,0,1
425132,0,0,0,0,1,0,1,0
49587,0,0,0,0,1,0,1,0
416185,0,0,0,0,0,0,1,0
368395,0,0,0,0,0,1,1,0
124076,0,0,0,0,1,0,1,0
1032941,0,0,0,0,1,0,1,0
96930,0,1,0,0,0,0,1,1
73880,1,1,0,0,1,0,1,0
105381,1,0,0,0,1,0,1,0
73221,0,0,0,0,1,0,1,0
106262,0,0,0,0,1,0,0,0
1612045,0,0,0,1,0,0,1,0
7764,0,0,1,0,0,0,0,1
1683416,0,0,0,0,0,0,1,1
473364,1,0,0,0,1,0,0,0
1275805,0,0,0,0,0,0,0,0
5544410,0,1,1,0,0,0,0,0
97770,1,0,0,0,1,0,1,0
133363,0,0,0,0,1,1,1,0
53636,0,0,0,0,0,1,0,1
481646,0,0,0,0,0,0,0,0
813992,1,0,0,0,0,0,1,0
1194232,0,0,0,1,0,1,1,1
85183,1,0,0,1,0,0,0,0
35795,1,1,0,0,0,0,0,0
429727,0,0,0,0,0,1,1,1
780516,0,0,0,0,1,0,1,0
84923,0,0,0,0,0,0,0,1
1707210,1,1,0,0,0,1,1,1
406706,0,0,0,0,1,0,0,0
78511,1,1,0,0,0,0,1,0
1449258,0,1,0,0,0,0,0,0
70704,1,0,0,0,1,0,1,0
60019,0,0,1,0,0,0,0,1
92859,0,0,0,1,1,0,0,1
278017,0,1,0,0,0,0,1,0
1253563,0,0,1,0,0,0,1,0
1649303,0,0,0,0,0,1,1,1
1393009,0,1,0,0,0,0,0,0
924134,0,0,0,0,0,0,1,1
44370,0,1,0,0,0,1,0,1
1562256,0,0,0,0,0,0,0,1
2069009,0,0,0,0,0,0,0,0
91036,0,0,0,0,0,0,1,1
34502,0,0,1,0,0,0,0,1
1948001,0,1,0,0,0,0,0,0
1452291,0,1,0,0,1,0,1,0
114240,0,0,0,0,0,0,1,0
119421,0,1,0,0,0,0,1,0
83735,1,0,0,0,1,0,0,0
1569463,1,0,0,0,0,0,1,1
107061,1,0,1,1,1,0,1,0
1308165,1,1,0,0,0,0,1,1
434215,1,0,1,0,0,0,1,0
846713,1,0,1,0,1,0,1,0
149669,0,0,0,0,0,0,0,1
29006,0,1,0,0,0,1,0,1
464758,0,0,0,0,0,1,0,1
197072,1,0,0,0,1,0,0,0
445589,0,1,0,0,0,0,0,0
3849124,0,1,1,0,0,0,0,1
1421040,0,0,0,0,0,0,1,1
484828,1,0,0,0,0,0,0,1
5544486,0,0,1,0,0,1,0,1
69999,0,0,0,0,0,1,1,1
473829,0,0,0,0,0,0,0,1
1930315,0,0,0,0,0,0,1,0
28216,0,1,0,0,0,1,1,0
64897,0,0,0,0,0,0,1,0
20815,1,1,0,0,0,0,1,0
7264,0,0,1,0,0,0,0,1
1778889,1,0,0,0,0,0,0,0
181730,1,1,0,0,0,0,1,0
325596,0,0,0,1,1,0,0,0
492044,0,0,0,0,1,0,1,0
1479676,0,0,0,0,0,1,1,1
788256,0,0,0,0,0,0,1,0
2400279,0,0,0,0,0,0,0,0
304283,1,0,1,1,0,0,0,1
44502,0,0,0,0,0,1,1,0
99293,0,0,0,0,0,0,0,1
73688,0,0,0,1,0,0,0,1
103045,1,0,0,0,1,0,0,1
93627,1,0,0,0,0,0,1,0
1663980,0,0,0,0,0,1,0,1
435770,0,0,0,1,1,0,1,0
841922,1,0,0,0,1,0,1,0
72198,1,0,0,0,0,0,1,0
77165,0,0,0,0,0,1,1,0
5544539,1,0,0,0,0,0,1,0
90368,0,0,0,0,0,1,1,0
300176,0,0,0,0,0,1,0,1
109702,0,0,0,0,0,0,1,0
472113,0,0,0,0,0,0,1,0
308514,0,1,0,0,0,0,0,0
101649,1,0,0,0,1,0,1,0
458471,1,1,0,0,1,0,0,0
1646123,0,0,0,0,0,0,1,0
289406,0,1,1,0,0,0,0,0
1401240,0,1,0,0,0,0,0,1
42314,0,0,0,0,0,1,1,0
33099,1,1,0,0,0,1,0,0
1213660,0,0,1,0,0,0,0,1
38355,0,0,0,0,1,0,1,0
73454,0,0,0,0,0,0,1,0
230575,0,0,0,0,1,0,0,1
1446068,0,0,0,0,1,0,0,1
374536,0,0,0,1,0,1,0,1
1189006,1,0,1,0,0,0,1,1
108330,0,1,0,0,0,0,1,0
57480,0,0,0,0,1,0,1,0
291832,0,0,0,0,0,0,0,1
349691,0,0,0,0,0,0,1,0
1821597,0,0,0,0,0,0,0,1
179861,1,0,0,0,1,0,1,0
50283,0,0,0,0,0,0,1,0
30152,0,0,1,0,0,0,0,1
1680096,0,0,0,0,0,0,1,1
1297298,0,0,0,0,1,0,0,0
186183,0,0,0,0,1,0,1,0
94901,0,0,0,0,0,1,1,1
27964,0,0,1,0,0,1,0,1
396743,0,1,0,0,0,0,0,0
62022,0,0,0,0,1,0,1,0
115446,1,0,0,1,0,0,0,1
497030,0,0,1,0,0,1,1,1
82346,0,0,0,1,1,0,1,0
118564,0,0,0,0,1,0,1,0
71155,0,0,0,0,0,0,1,1
36933,0,0,1,0,0,0,0,1
893575,0,1,0,0,0,0,0,0
31575,0,1,0,0,0,0,1,0
883102,0,0,0,0,0,0,1,0
1514041,1,0,0,0,1,1,0,0
366429,0,0,0,0,0,0,0,0
37690,0,0,0,0,1,0,0,0
19585,1,0,0,0,0,1,1,0
98086,0,0,1,0,0,0,0,0
55089,0,0,1,0,0,0,0,1
38026,0,1,0,0,0,1,1,0
286009,1,0,0,1,0,0,0,1
64088,0,0,0,0,1,0,1,0
44829,0,0,0,0,1,0,0,1
451850,0,0,0,1,1,1,1,0
69257,1,0,0,0,1,0,1,0
471414,1,0,0,1,0,0,1,0
33152,1,0,1,1,0,0,0,0
887148,0,1,0,0,0,0,0,1
82044,0,0,0,0,0,0,0,1
1568335,0,1,0,0,0,0,0,0
362415,0,1,0,0,0,0,0,0
16594,0,0,1,0,0,0,0,0
59232,1,0,0,0,0,1,1,0
99204,0,0,0,0,1,0,1,1
1942825,1,0,0,0,0,0,0,1
1854226,0,1,0,0,0,0,0,0
893534,0,0,0,0,1,0,0,0
255620,0,1,1,0,0,0,0,0
116038,1,0,0,0,1,0,0,1
367657,1,0,0,0,0,1,1,0
26683,0,1,0,0,1,0,1,0
129871,0,0,0,1,1,0,1,0
499549,1,0,0,1,0,0,0,0
493432,0,0,0,0,0,0,1,0
66928,1,0,0,0,0,0,1,0
91888,0,0,0,0,0,0,1,0
287826,0,0,0,0,1,1,1,0
371839,0,0,0,0,1,0,0,0
138590,0,0,0,1,0,1,1,1
15532,1,0,1,1,0,1,1,0
57465,0,0,0,0,1,0,0,0
2022347,0,1,0,0,0,0,0,0
218937,0,0,0,0,1,0,0,0
1865362,0,0,0,0,0,0,0,1
120690,0,0,0,0,1,0,1,0
1592209,0,0,0,1,1,0,1,0
1340421,0,0,0,0,0,0,1,1
28707,0,0,0,0,1,0,0,1
91278,1,1,0,0,1,0,0,0
1015994,0,0,1,0,1,0,0,1
412535,0,0,0,0,0,0,0,1
1735189,0,1,1,0,0,0,0,0
99091,0,0,0,0,1,0,1,0
455299,0,0,0,0,0,0,0,1
476874,0,1,0,0,0,0,1,0
192407,0,0,0,0,0,0,0,1
174862,0,1,0,0,0,0,1,0
50933,0,0,0,0,0,1,1,0
160547,1,0,0,0,1,0,1,1
323108,1,0,0,1,0,0,0,1
205174,0,0,0,0,0,0,0,1
106946,1,0,0,0,1,0,0,0
1821468,0,0,0,0,0,1,0,1
457052,0,0,0,0,0,1,0,1
1566388,0,1,0,0,0,0,0,0
68625,0,0,0,0,1,0,0,0
40787,1,0,0,0,0,0,0,0
1264904,0,0,1,0,0,0,0,1
101772,1,1,0,0,0,0,1,0
295697,0,0,0,0,0,1,0,1
1510906,0,0,0,0,0,0,1,0
484382,0,0,0,0,1,0,0,0
3367188,0,0,1,0,1,0,0,0
31397,1,1,1,1,0,1,0,0
67950,0,0,0,0,1,0,0,0
112401,1,0,0,0,1,0,0,0
995033,0,0,0,0,1,0,1,0
93603,1,0,0,0,1,0,1,0
1455810,0,0,0,0,0,0,0,1
59832,0,0,0,0,0,0,0,1
1094294,0,0,0,0,1,0,0,1
173450,0,0,0,0,0,1,1,0
93044,1,0,0,0,1,0,1,0
115618,1,0,0,0,1,0,0,0
1899188,0,0,0,0,0,0,0,0
122735,0,1,1,0,0,0,1,1
244437,1,0,1,0,0,0,1,1
50870,0,1,0,0,0,1,1,0
211297,0,1,0,0,0,0,0,0
2051829,0,0,0,0,0,0,0,0
418362,0,0,0,0,0,1,1,1
389778,0,0,0,0,0,0,1,0
379765,1,0,0,0,1,0,1,0
49961,0,0,0,0,1,0,1,0
361662,0,0,0,0,1,0,1,0
82338,0,0,0,1,1,0,1,0
777808,0,0,0,0,0,1,1,1
233004,0,0,0,0,1,0,0,0
80861,1,0,1,1,0,0,0,1
77262,1,0,0,0,0,0,0,0
187178,1,0,1,1,0,1,0,1
20591,0,1,1,0,0,0,0,1
1047494,0,0,0,0,0,1,1,1
382330,0,1,0,0,0,1,1,1
293176,0,0,0,0,0,1,1,1
1608197,0,1,0,0,0,0,0,0
39386,0,0,0,0,1,1,1,0
1822239,1,0,1,0,0,0,0,1
476550,0,0,0,1,0,1,1,1
1442498,0,0,0,1,1,0,0,0
21859,0,0,0,0,0,1,0,1
1065099,0,0,1,0,0,0,0,0
66407,0,0,0,0,0,0,1,1
75938,0,0,0,0,0,0,1,0
66799,0,0,0,0,1,0,1,0
110625,1,0,0,0,0,0,0,0
1391469,0,0,0,0,1,0,0,1
48216,0,1,0,0,0,1,1,1
119099,1,0,0,1,1,0,1,0
35663,1,0,0,0,0,0,0,0
1065332,0,0,0,0,0,0,1,1
1569465,0,0,0,0,0,0,0,1
984240,0,0,0,0,1,1,0,0
81269,0,0,0,1,1,0,0,1
90570,0,1,0,0,0,1,1,0
1508950,1,0,0,0,1,0,1,0
48611,0,0,0,0,1,0,1,0
32376,0,1,0,0,0,1,1,1
75815,0,0,0,0,0,0,0,1
369905,0,0,0,0,1,0,0,1
54950,0,0,0,1,1,0,0,0
118172,1,1,1,1,0,0,1,1
1841849,0,0,0,0,0,0,0,0
964185,0,0,0,0,1,0,1,0
103295,1,0,0,1,0,0,0,0
989757,0,1,0,0,0,1,1,0
52293,1,0,0,0,1,0,1,0
937347,1,0,0,0,1,0,1,0
54614,0,1,0,0,0,0,1,0
368709,0,0,0,0,0,1,1,1
119297,0,0,0,0,0,0,1,0
1644675,0,0,0,0,0,0,0,0
251333,1,1,1,1,0,0,0,0
161777,1,0,0,1,0,0,0,1
1212443,0,0,0,0,0,0,1,0
101003,0,0,0,0,0,0,1,0
105456,0,0,1,0,0,0,0,0
77745,0,0,0,1,1,0,0,0
933876,0,0,0,0,1,0,0,0
100135,1,0,0,0,1,0,0,1
275218,0,1,1,0,0,0,0,0
51801,0,0,0,0,0,0,1,0
284045,0,0,0,0,1,0,0,0
1323518,0,1,0,0,0,0,0,0
1345446,0,0,0,0,0,0,0,0
1611184,0,0,0,0,0,0,0,1
424890,0,0,0,0,1,0,0,0
1134859,1,0,1,1,0,0,0,1
84861,1,0,0,0,1,0,1,0
425674,0,0,0,0,0,0,0,1
12092,0,1,0,0,0,0,1,0
103285,1,1,0,0,0,0,1,0
2165915,0,0,0,0,0,0,0,0
342555,0,0,0,0,0,0,0,0
111301,1,0,0,0,1,0,0,1
64683,0,0,0,0,0,0,0,1
131659,0,1,0,0,0,1,1,0
165905,1,0,0,0,0,0,0,0
313459,0,0,0,0,1,1,1,0
110255,1,0,0,0,1,1,1,0
55827,0,1,0,0,0,0,1,1
170180,1,0,1,1,1,0,0,1
1146350,0,0,0,0,0,0,0,1
88006,1,0,1,0,1,0,1,0
291559,1,1,1,1,0,0,0,0
67454,0,0,0,0,1,0,0,1
168819,0,0,0,0,0,0,1,0
36191,1,0,0,1,0,0,0,1
179668,0,0,1,0,0,0,0,0
791651,0,1,0,0,0,0,0,0
39926,0,0,0,0,1,0,1,0
961728,1,0,0,0,1,0,1,0
2127256,1,1,1,0,0,0,0,1
1029161,1,0,1,0,1,0,1,0
1157685,0,1,0,0,0,0,0,0
811605,0,0,1,0,0,0,1,0
1176453,1,0,1,1,1,0,0,0
67002,1,0,1,1,0,0,0,1
1927047,0,1,0,0,0,0,0,0
90350,1,0,0,0,1,0,1,0
1077255,0,0,0,0,0,0,0,1
83585,0,0,0,0,1,0,0,0
1307439,0,0,0,0,1,0,1,0
801510,1,1,0,0,0,0,0,0
1043753,0,1,0,0,0,0,0,0
449590,0,0,0,1,0,0,1,0
80827,1,0,0,1,1,0,0,1
61149,0,1,0,0,0,0,0,0
99520,0,0,0,0,1,0,1,0
100594,1,0,0,0,0,1,1,0
90565,0,0,0,0,0,1,1,1
58357,1,0,0,0,0,0,0,0
79591,1,0,0,0,0,0,1,0
2924642,0,0,0,0,0,0,0,1
64746,1,0,0,0,0,0,0,0
47579,0,0,0,1,1,0,1,0
91225,1,0,0,1,0,1,0,1
177886,0,0,0,1,1,0,0,1
117060,1,0,0,0,1,0,0,0
1337589,0,0,0,0,1,0,0,0
181818,0,0,0,0,0,0,0,1
1000764,0,1,0,0,0,0,0,0
89977,0,0,0,0,0,0,0,1
1379218,0,1,0,0,0,0,0,0
473050,1,0,1,1,0,0,0,1
220407,0,0,0,0,0,0,0,0
142242,1,0,1,1,0,0,0,0
49103,0,0,0,1,1,0,0,0
404031,0,0,0,0,1,0,0,0
73396,1,0,0,0,1,0,1,0
52191,1,0,0,0,0,1,0,1
85824,0,0,0,0,1,0,0,0
62513,0,0,1,0,0,1,0,1
1124392,0,0,0,0,1,0,0,0
114386,0,0,0,0,0,0,0,1
68246,1,0,0,0,0,1,0,1
1258139,0,0,0,0,0,1,1,0
432679,0,0,0,0,0,0,0,1
364553,0,0,0,0,0,0,0,0
1310358,1,0,1,1,1,0,0,1
1130898,1,0,1,0,0,0,1,0
943946,0,0,0,0,1,0,0,0
100674,0,0,0,0,0,1,1,1
172341,1,0,0,0,0,0,0,0
484273,0,0,0,1,1,0,0,0
75137,0,0,0,0,0,0,0,1
95730,0,0,0,0,0,0,0,1
32258,0,0,0,1,1,0,1,0
464098,0,1,0,0,0,0,1,0
89801,0,0,0,0,1,0,1,0
163984,1,0,0,0,1,0,0,1
322651,1,0,0,1,1,0,0,0
82122,0,0,0,0,1,0,1,0
1570970,0,0,0,0,0,1,1,0
486615,0,1,0,0,0,0,1,0
420087,0,1,0,0,0,0,1,1
118663,1,0,0,0,0,0,0,1
484579,1,0,0,0,1,0,0,1
1060249,1,0,0,1,1,0,1,0
1319584,0,1,0,0,0,0,0,0
37400,0,0,1,1,0,0,0,1
1045898,0,0,0,0,0,0,1,0
289555,0,0,0,0,0,0,1,0
245674,0,0,0,0,1,0,0,0
419168,0,0,0,0,1,0,1,0
84173,0,0,0,0,0,0,0,1
336678,0,0,0,0,1,1,1,0
1157552,0,0,0,0,0,0,1,0
119592,1,0,0,0,1,0,1,0
278891,0,0,0,1,0,0,0,1
79373,0,1,0,0,0,0,0,0
109575,1,0,0,1,1,0,0,0
2027255,1,1,1,1,0,0,0,1
337943,1,0,0,0,1,0,0,0
1133993,1,0,0,0,1,1,0,1
91276,0,0,0,1,1,0,0,0
152800,0,0,1,0,1,0,1,0
116681,1,0,1,1,0,0,0,0
21067,0,0,0,0,0,0,0,1
98312,1,0,0,0,0,0,0,1
109644,0,0,0,0,0,0,0,1
98325,0,0,0,0,0,0,0,1
1055369,1,0,0,1,0,0,0,0
485282,0,0,0,0,0,0,0,0
1462768,0,1,0,0,0,0,1,0
98513,0,1,0,0,0,0,1,0
1440180,0,0,0,0,0,1,1,0
65534,1,1,0,0,1,0,1,0
1666308,1,0,0,0,1,0,1,0
473404,0,1,0,0,0,0,1,0
31709,0,0,0,0,1,0,0,1
1680089,0,0,0,0,0,0,0,1
19258,0,0,0,0,0,1,1,1
289722,0,0,0,0,0,0,0,0
428144,1,0,0,1,0,0,1,0
1308046,0,1,0,0,0,0,0,0
954272,0,0,0,0,1,0,0,1
1941627,0,1,0,0,0,0,0,0
120738,1,0,1,1,1,0,0,0
38126,0,0,0,0,1,0,1,0
181833,0,1,0,0,0,0,0,0
83059,0,1,0,0,0,0,1,0
5544457,1,0,0,0,0,0,0,0
960721,0,1,0,0,0,0,0,1
1084019,1,0,0,0,0,0,1,0
37500,0,0,1,0,0,0,0,1
158610,0,0,0,0,0,0,0,1
57006,0,0,0,0,0,0,1,1
469093,0,1,0,0,1,0,0,0
105834,0,0,0,0,0,0,1,0
200740,0,0,0,0,1,0,1,0
88353,0,0,0,0,0,0,0,1
50764,0,0,0,0,1,0,1,0
32515,0,0,0,0,0,1,1,0
98481,0,0,1,1,0,0,0,1
371516,0,0,0,0,1,0,0,0
938332,0,1,0,0,0,0,0,1
97138,1,0,0,1,1,0,0,0
1054122,1,0,0,1,0,0,1,0
125988,0,0,0,0,0,0,1,0
326856,0,0,0,0,0,0,0,1
1487107,0,1,0,0,0,0,0,0
86372,0,1,0,0,0,0,1,0
3447748,0,1,0,0,0,0,0,0
989000,0,0,0,0,0,1,1,1
52270,0,1,0,0,0,1,1,0
429629,0,0,1,0,0,0,0,0
101371,0,0,0,0,0,0,1,1
102590,0,0,0,0,0,1,1,1
1598496,0,0,0,0,0,1,1,1
101465,1,1,0,0,0,0,1,0
26303,1,0,0,0,0,0,0,0
73682,0,0,0,1,0,0,1,1
479074,0,0,0,1,0,1,1,1
816683,1,0,0,0,1,0,0,0
1094291,0,0,0,0,0,1,1,0
1228987,0,0,0,0,1,0,1,0
142940,0,1,0,0,0,1,0,0
445800,0,0,0,0,0,0,0,1
39478,1,0,0,0,1,0,0,1
116324,0,0,0,0,0,1,0,1
220806,0,0,0,0,1,0,0,0
330073,0,1,0,0,0,0,1,0
215841,0,0,0,0,1,0,1,0
448009,0,1,0,0,0,1,1,0
359529,1,0,0,0,1,0,0,0
119432,0,0,1,0,0,0,0,1
1890513,0,0,0,0,1,0,1,0
110877,0,1,0,0,0,1,1,1
88322,0,0,0,0,0,0,1,0
64427,1,0,0,0,0,0,1,0
3007072,0,1,0,0,0,0,0,0
893387,0,1,0,0,0,0,0,0
106220,0,0,1,1,0,0,0,1
1355599,1,1,0,1,0,0,0,1
362496,0,0,0,0,0,0,1,0
84171,0,1,0,1,1,0,0,1
323246,0,0,0,0,1,0,1,0
60390,0,0,0,1,0,0,1,0
250347,0,0,0,0,1,0,1,1
42855,1,0,0,1,0,0,0,0
74974,1,0,0,1,0,0,1,0
831396,0,0,0,0,0,0,0,0
378773,1,0,0,0,1,1,1,0
1076240,0,1,0,0,0,0,1,0
27355,0,0,1,1,0,0,0,1
114932,0,0,1,0,0,0,0,0
1251743,1,0,0,0,1,0,1,1
68954,1,0,0,0,0,0,1,0
242653,1,0,0,1,1,0,0,0
480760,0,0,0,0,1,0,0,0
73076,0,1,0,0,0,0,1,1
24710,0,0,0,0,1,0,0,0
129449,0,0,0,0,1,0,0,0
937381,0,0,0,0,0,0,1,0
71654,0,0,0,0,1,0,0,0
161292,0,0,0,0,1,0,1,0
89885,0,0,0,1,1,0,0,1
1753640,1,0,0,0,1,0,1,0
309912,1,0,1,0,0,1,1,0
48109,0,0,0,0,1,0,1,0
184894,1,0,0,0,0,0,0,1
65854,0,0,0,0,1,0,0,0
976040,0,0,0,0,1,0,0,0
1653827,0,1,0,0,0,0,0,0
1480649,0,0,0,0,1,0,1,0
11508,0,0,1,0,0,1,0,1
1386963,0,0,0,0,0,1,1,0
29797,0,0,1,0,0,0,0,1
70354,1,0,0,1,0,1,0,1
486751,0,0,0,0,0,0,1,0
54868,0,1,1,0,0,0,0,1
424345,0,0,0,0,0,0,0,1
382625,0,0,0,0,1,0,0,0
67814,0,0,0,0,0,0,1,0
482925,1,1,1,1,0,0,0,0
106538,1,0,0,0,0,0,0,1
74975,1,0,0,0,1,0,1,0
39393,0,0,1,0,0,0,0,1
306047,0,0,0,0,0,0,0,1
296618,0,0,0,0,1,0,1,0
810817,1,0,0,0,1,0,0,0
1669694,1,0,0,0,1,0,0,1
70190,0,0,0,1,1,0,0,1
44201,0,0,0,0,1,0,0,1
1153115,0,0,0,0,0,0,1,0
40746,0,0,0,0,1,0,1,0
23649,0,0,0,1,1,0,1,0
314725,0,1,0,0,0,0,0,0
174336,0,0,0,0,0,1,0,1
176426,0,0,0,0,0,0,1,1
92563,0,0,0,0,1,0,0,0
110516,0,0,0,0,0,1,0,1
67322,1,0,0,0,0,0,1,0
949489,0,0,0,0,0,1,1,0
91950,0,1,0,0,0,0,1,0
89839,0,0,0,0,0,0,0,1
313257,0,0,0,1,1,0,0,1
382806,0,0,0,0,1,1,1,0
96535,1,0,0,0,0,1,1,1
24685,0,1,0,0,0,1,1,0
1024666,0,0,0,0,0,0,1,0
1289783,0,1,0,0,0,0,0,0
356904,0,1,0,0,0,0,0,1
462230,0,0,0,0,0,0,1,0
80692,0,0,0,0,0,0,0,0
1187043,0,0,0,0,0,1,1,1
455933,0,0,0,0,1,0,1,0
342180,0,1,0,0,0,0,0,0
57918,0,0,0,0,0,0,0,1
1604175,1,1,0,0,0,0,0,0
1172066,0,0,0,0,0,0,1,1
73218,0,0,0,0,1,0,1,1
31803,0,0,1,0,0,0,0,1
1144851,0,1,0,0,0,0,0,0
2122272,0,1,0,0,0,0,0,0
408261,0,1,0,0,0,0,0,0
285441,0,0,0,1,0,0,1,0
2844,0,0,0,0,1,0,1,0
7108,0,0,1,0,1,0,0,1
113286,0,1,0,0,0,0,0,0
1326221,0,1,0,0,0,0,0,1
119848,0,0,0,0,0,1,0,1
61549,0,0,0,1,1,0,0,0
283974,0,0,0,0,1,0,0,1
896031,0,0,0,0,0,1,1,0
50384,0,0,1,0,0,0,0,1
119853,0,0,0,0,0,0,1,1
337887,1,1,0,0,0,0,0,1
354012,0,0,0,0,1,1,1,0
785006,0,0,1,0,0,0,0,1
282698,0,0,0,0,0,0,1,1
155068,0,0,0,0,0,1,1,0
1252601,1,0,1,0,0,0,0,0
77734,0,0,0,0,0,0,1,0
1769296,0,1,0,0,0,0,0,0
108159,0,0,1,0,0,0,1,0
59037,0,0,0,0,0,0,1,0
45333,0,1,0,0,0,0,1,0
1212024,0,0,0,1,0,0,0,0
847177,0,1,0,0,1,0,0,0
1609157,0,1,0,0,0,0,0,0
976039,0,1,0,0,0,0,0,0
1523406,0,0,0,0,0,0,1,0
79406,0,0,0,0,0,0,0,1
126016,1,0,0,0,1,0,0,0
323248,0,0,0,0,0,1,1,1
88272,0,0,0,0,1,0,1,0
53956,0,1,1,0,0,0,0,0
911010,0,1,0,0,0,0,0,0
2091384,1,0,0,0,1,0,0,0
324242,0,0,0,0,1,0,0,0
1287217,0,1,0,0,0,0,0,0
67989,1,0,0,0,0,0,0,0
1105730,0,0,0,0,0,1,1,1
1227796,0,0,0,0,1,0,1,0
110939,0,1,0,0,1,1,1,1
244800,0,0,0,0,1,0,0,0
1137435,0,1,0,0,0,0,0,0
107623,0,0,0,0,0,0,1,0
36301,0,1,0,0,0,0,0,0
47881,0,0,0,0,1,0,1,0
307873,0,1,0,0,1,1,1,0
119285,0,1,0,0,0,0,1,1
847180,1,1,0,0,1,0,1,1
52686,0,0,0,0,0,0,0,1
1324050,0,0,0,0,0,0,1,1
